分类,歌曲,难度,分支,体力,手速,爆发,节奏,复合,主定数
01 Pop,お祭り忍者,魔王,玄人,1.91 ,0.09 ,0.00 ,4.48 ,1.71 ,2.62 
02 Anime,ムリムリ！？ありあり！！INじゃぁな～い？！,魔王,达人,3.96 ,1.29 ,5.87 ,0.07 ,0.00 ,2.62 
02 Anime,God knows…,魔王,,2.05 ,0.05 ,0.66 ,4.65 ,0.61 ,2.62 
02 Anime,D-tecnoLife,魔王,,3.17 ,0.60 ,4.70 ,2.80 ,0.79 ,2.62 
01 Pop,HOWEVER,魔王,,0.25 ,0.00 ,0.00 ,5.14 ,0.20 ,2.61 
09 Namco Original,拝啓、学校にて…,魔王,,1.80 ,0.12 ,0.01 ,4.79 ,0.54 ,2.61 
05 Variety,燃えよドラゴンのテーマ,魔王,,1.43 ,0.22 ,0.01 ,2.29 ,4.37 ,2.61 
04 Children and Folk,ピラメキたいそう 太鼓でメタボやっつけろ！の巻,魔王,达人,2.59 ,0.22 ,0.00 ,0.99 ,4.33 ,2.61 
04 Children and Folk,ピラメキたいそう 太鼓の達人バージョン,魔王,达人,2.59 ,0.22 ,0.00 ,0.99 ,4.33 ,2.61 
01 Pop,ハルジオン,魔王,,4.50 ,1.17 ,1.31 ,0.78 ,1.72 ,2.61 
09 Namco Original,Day by Day!,魔王,,3.57 ,1.82 ,3.30 ,1.81 ,1.25 ,2.61 
06 Classical,フニクリ?フニクラ,魔王,,1.31 ,0.03 ,0.22 ,2.13 ,4.49 ,2.61 
09 Namco Original,世界はいつでもミステリー,魔王,,1.94 ,0.13 ,0.05 ,3.07 ,3.63 ,2.61 
05 Variety,インディ?ジョーンズのテーマ,魔王,,1.27 ,0.07 ,0.00 ,4.53 ,2.08 ,2.61 
07 Game Music,ちきゅうはたまごっち？！,魔王,,0.88 ,0.36 ,8.02 ,3.38 ,1.39 ,2.60 
01 Pop,お願い！セニョリータ,魔王,,3.62 ,2.26 ,2.83 ,0.62 ,1.22 ,2.60 
09 Namco Original,Mulberry,魔王,,4.03 ,1.23 ,5.17 ,0.18 ,0.26 ,2.60 
01 Pop,ニホンノミカタ －ネバタカラキマシタ－,魔王,,2.74 ,0.48 ,0.05 ,3.02 ,3.06 ,2.60 
02 Anime,雪だるまつくろう,魔王,,1.20 ,0.44 ,1.20 ,1.60 ,4.56 ,2.60 
01 Pop,やってみよう,魔王,,2.81 ,0.37 ,0.03 ,3.99 ,1.51 ,2.60 
01 Pop,Yes we are,魔王,,1.09 ,0.01 ,0.00 ,4.27 ,2.61 ,2.60 
01 Pop,HOT LIMIT,魔王,,2.91 ,0.47 ,0.03 ,2.31 ,3.49 ,2.59 
02 Anime,KIRA☆Power,魔王,,1.10 ,0.02 ,0.04 ,4.73 ,1.62 ,2.59 
07 Game Music,ワンダーモモーイ,魔王,达人,3.80 ,1.29 ,6.34 ,0.35 ,0.52 ,2.59 
01 Pop,チャンピオンロード,魔王,,3.20 ,1.08 ,7.50 ,1.85 ,0.00 ,2.59 
01 Pop,SO BAD,魔王,,2.62 ,0.73 ,8.20 ,0.49 ,2.50 ,2.59 
02 Anime,にんげんっていいな（ガガガDXver.）,魔王,,4.11 ,0.76 ,4.00 ,0.00 ,1.14 ,2.59 
07 Game Music,A New Journey,魔王,,1.98 ,0.11 ,0.02 ,4.71 ,0.00 ,2.59 
09 Namco Original,おもちでマンボ,魔王,,1.13 ,0.01 ,0.00 ,4.98 ,0.10 ,2.59 
09 Namco Original,地平線のエオリア,魔王,,3.24 ,0.87 ,2.37 ,2.45 ,1.81 ,2.59 
06 Classical,交響曲第7番から,魔王,,3.33 ,0.73 ,2.19 ,2.60 ,1.50 ,2.59 
09 Namco Original,ほうかご☆マジシャン,魔王,,3.74 ,2.32 ,2.88 ,0.30 ,0.24 ,2.58 
02 Anime,五等分の気持ち,魔王,,3.45 ,2.06 ,6.33 ,0.14 ,0.00 ,2.58 
09 Namco Original,黒船来航,魔王,普通,4.22 ,0.59 ,0.02 ,0.86 ,2.64 ,2.58 
03 Vocaloid,グッバイ宣言,魔王,,3.95 ,1.21 ,5.17 ,0.47 ,0.62 ,2.57 
02 Anime,database feat.TAKUMA(10-FEET),魔王,,3.50 ,1.15 ,6.80 ,1.38 ,0.17 ,2.57 
02 Anime,晴る,魔王,,1.71 ,1.24 ,8.90 ,1.79 ,2.41 ,2.57 
07 Game Music,THE IDOLM@STER,魔王,玄人,4.06 ,0.94 ,4.00 ,0.04 ,0.99 ,2.57 
02 Anime,オトメロディー,魔王,,4.07 ,0.51 ,5.40 ,0.24 ,0.32 ,2.56 
02 Anime,呪文降臨～マジカル?フォース,魔王,,4.11 ,0.52 ,3.53 ,1.21 ,0.00 ,2.56 
09 Namco Original,まいにちがドンダフル,魔王,,2.27 ,0.34 ,0.03 ,3.58 ,2.72 ,2.56 
02 Anime,クローバー?かくめーしょん,魔王,,3.50 ,0.70 ,0.27 ,2.22 ,2.78 ,2.56 
02 Anime,Dang Dang,魔王,,3.66 ,0.41 ,7.68 ,0.46 ,0.57 ,2.56 
02 Anime,哀戦士,魔王,玄人,2.88 ,0.16 ,0.60 ,2.72 ,3.06 ,2.55 
09 Namco Original,スクロール?ミカ,魔王,,4.04 ,0.86 ,0.61 ,2.01 ,2.05 ,2.55 
05 Variety,Kill My Fortune,魔王,,3.58 ,0.95 ,7.50 ,0.65 ,0.45 ,2.55 
02 Anime,STONE OCEAN,魔王,,2.08 ,3.07 ,7.50 ,0.66 ,0.00 ,2.55 
07 Game Music,夢と希望,魔王,玄人,4.08 ,0.52 ,5.33 ,0.21 ,0.02 ,2.55 
05 Variety,ドクターXのテーマ,魔王,,2.49 ,0.07 ,1.90 ,2.97 ,2.37 ,2.55 
02 Anime,突撃ロック,魔王,,2.24 ,0.27 ,8.72 ,1.38 ,2.28 ,2.55 
01 Pop,ねねねねねねねね!大爆走,魔王,,3.54 ,0.59 ,5.17 ,2.04 ,0.06 ,2.55 
02 Anime,ハッピー☆彡,魔王,,2.94 ,2.47 ,7.03 ,0.16 ,0.00 ,2.55 
05 Variety,RHYTHM AND POLICE -New Audio-,魔王,,3.39 ,0.12 ,0.07 ,3.35 ,1.58 ,2.55 
05 Variety,RHYTHM AND POLICE -Old Audio-,魔王,,3.39 ,0.12 ,0.07 ,3.35 ,1.58 ,2.55 
07 Game Music,THE IDOLM@STER,魔王,玄人,4.03 ,0.93 ,4.00 ,0.04 ,0.98 ,2.54 
09 Namco Original,ポップコーン★パレード,魔王,,1.75 ,0.04 ,0.00 ,3.99 ,2.45 ,2.54 
05 Variety,"Help me, ERINNNNNN!! 小林幸子ver.",魔王,,1.02 ,0.00 ,0.00 ,3.46 ,3.44 ,2.53 
09 Namco Original,ドリルファイター ゴーゴーDigDug,魔王,,1.53 ,0.15 ,0.60 ,0.92 ,4.62 ,2.53 
07 Game Music,オーバーマスター,魔王,,3.28 ,1.75 ,7.03 ,0.23 ,0.76 ,2.52 
07 Game Music,オーバーマスター,魔王,,3.28 ,1.75 ,7.03 ,0.23 ,0.76 ,2.52 
04 Children and Folk,奇想天外ふしぎをどうぞ,魔王,,1.56 ,0.06 ,0.03 ,3.27 ,3.40 ,2.52 
07 Game Music,チェインクロニクル 通常バトルメドレー,魔王,,1.54 ,0.07 ,0.38 ,3.72 ,2.89 ,2.52 
01 Pop,私以外私じゃないの,魔王,,2.43 ,0.18 ,0.02 ,4.09 ,1.42 ,2.52 
02 Anime,ケロッ！とマーチ,魔王,,1.13 ,0.99 ,9.25 ,2.07 ,2.24 ,2.52 
04 Children and Folk,南中ソーラン／TAKIO'S SOHRAN2,魔王,,4.27 ,0.28 ,0.84 ,2.33 ,0.49 ,2.52 
03 Vocaloid,ロキ,魔王,,2.97 ,0.77 ,0.60 ,1.32 ,3.66 ,2.51 
04 Children and Folk,手のひらを太陽に,魔王,,2.82 ,0.09 ,0.00 ,2.76 ,2.98 ,2.51 
02 Anime,タンタンターン！,魔王,,1.60 ,0.06 ,0.00 ,2.90 ,3.66 ,2.50 
01 Pop,噢買尬,魔王,,2.05 ,0.34 ,5.07 ,3.48 ,0.00 ,2.50 
02 Anime,Angelic Angel,魔王,,3.73 ,0.55 ,3.03 ,1.96 ,0.00 ,2.50 
02 Anime,美しい鰭,魔王,,0.13 ,0.00 ,0.00 ,4.78 ,1.18 ,2.50 
02 Anime,Hope,魔王,,1.18 ,0.07 ,0.05 ,4.35 ,1.92 ,2.48 
01 Pop,Into the Array Theme,魔王,,0.82 ,0.07 ,6.68 ,3.16 ,1.87 ,2.48 
01 Pop,賜物,魔王,,1.50 ,0.02 ,0.00 ,4.30 ,1.76 ,2.48 
01 Pop,ネオメロドラマティック,魔王,,1.24 ,0.03 ,0.00 ,3.23 ,3.45 ,2.47 
03 Vocaloid,だれかの心臓になれたなら,魔王,,4.39 ,0.68 ,0.18 ,1.25 ,1.56 ,2.47 
01 Pop,ほめのび,魔王,,0.22 ,0.00 ,0.00 ,4.86 ,0.00 ,2.47 
07 Game Music,CHANGE!!!!,魔王,,3.24 ,2.29 ,5.17 ,0.14 ,0.00 ,2.46 
02 Anime,Preserved Roses,魔王,,3.91 ,1.03 ,4.47 ,0.27 ,0.00 ,2.46 
02 Anime,自力本願レボリューション,魔王,,3.28 ,1.40 ,7.50 ,0.15 ,0.00 ,2.46 
07 Game Music,モンスターハンター：ワールド メドレー,魔王,,1.52 ,0.65 ,9.56 ,2.54 ,0.31 ,2.46 
07 Game Music,モエチャッカファイア,魔王,,4.01 ,0.77 ,3.53 ,0.63 ,0.00 ,2.46 
09 Namco Original,きみのあかり,魔王(里),,4.81 ,0.18 ,0.00 ,0.00 ,0.47 ,2.45 
02 Anime,騎士竜戦隊リュウソウジャー,魔王,,3.00 ,1.86 ,7.56 ,0.11 ,0.21 ,2.45 
07 Game Music,URBAN TRAIL,魔王,普通,3.05 ,0.27 ,1.03 ,3.55 ,0.42 ,2.44 
07 Game Music,迷走Mind,魔王,,4.38 ,0.73 ,0.97 ,0.26 ,1.56 ,2.44 
01 Pop,浮世CROSSING,魔王,,2.17 ,0.13 ,5.40 ,3.23 ,0.00 ,2.44 
02 Anime,ヤッターマンの歌,魔王,,2.20 ,0.78 ,0.04 ,2.68 ,3.24 ,2.44 
02 Anime,ミッドナイト　デカレンジャー,魔王,,1.06 ,0.08 ,0.05 ,3.55 ,3.06 ,2.44 
03 Vocaloid,ベノム（feat. flower）,魔王,,3.82 ,0.63 ,0.97 ,0.15 ,2.66 ,2.43 
02 Anime,Miracle Go! プリンセスプリキュア,魔王,,2.77 ,2.32 ,5.40 ,1.36 ,1.26 ,2.43 
01 Pop,FUNKASTIC,魔王,,2.23 ,0.08 ,0.00 ,2.78 ,3.22 ,2.43 
03 Vocaloid,雨とペトラ,魔王,,2.37 ,0.99 ,8.38 ,1.16 ,1.97 ,2.43 
02 Anime,大ちゃん数え唄,魔王,达人,0.53 ,0.03 ,7.68 ,3.43 ,0.03 ,2.43 
06 Classical,交響曲第25番ト短調第一楽章,魔王,,2.61 ,1.63 ,6.57 ,2.03 ,0.11 ,2.43 
01 Pop,Marine Mirage,魔王,,3.61 ,0.70 ,5.17 ,1.32 ,0.00 ,2.43 
07 Game Music,READY!!,魔王,,2.88 ,0.91 ,6.10 ,0.00 ,0.00 ,2.43 
07 Game Music,Lunar Maria,魔王,,0.58 ,0.00 ,0.00 ,4.75 ,0.00 ,2.43 
01 Pop,怪獣,魔王,,3.09 ,1.63 ,7.50 ,0.15 ,0.00 ,2.43 
02 Anime,ノーボーイ?ノークライ,魔王,,2.10 ,0.17 ,8.54 ,1.28 ,2.12 ,2.42 
01 Pop,ポリリズム,魔王,,3.11 ,0.06 ,0.00 ,2.66 ,2.45 ,2.42 
01 Pop,ロコローション,魔王,达人,3.44 ,0.48 ,0.05 ,1.77 ,2.74 ,2.42 
01 Pop,喝采,魔王,,3.75 ,0.62 ,4.48 ,1.12 ,0.00 ,2.41 
01 Pop,Toxic,魔王,,0.99 ,0.03 ,0.11 ,4.65 ,0.00 ,2.41 
09 Namco Original,BE THE ACE,魔王,,1.12 ,0.02 ,0.01 ,4.52 ,0.82 ,2.40 
09 Namco Original,イカサマパイレーツ,魔王,,2.25 ,0.04 ,0.00 ,1.11 ,4.00 ,2.39 
02 Anime,SURPRISE‐DRIVE,魔王,,3.00 ,1.59 ,7.50 ,0.41 ,0.00 ,2.39 
01 Pop,ちゅ、多様性。,魔王,,3.74 ,0.96 ,1.20 ,1.59 ,2.02 ,2.39 
02 Anime,BLAZING,魔王,,2.25 ,1.69 ,8.08 ,1.15 ,1.64 ,2.39 
01 Pop,まちがいさがし,魔王,,0.54 ,0.68 ,10.65 ,2.28 ,0.00 ,2.39 
02 Anime,ALIVE,魔王,,3.26 ,0.88 ,7.50 ,0.41 ,0.00 ,2.38 
04 Children and Folk,全力キング,魔王,,2.05 ,0.03 ,1.49 ,1.08 ,3.75 ,2.38 
01 Pop,Zhong Guo Hua,魔王,,3.39 ,0.03 ,0.00 ,1.03 ,3.07 ,2.38 
06 Classical,威風堂々,魔王,,1.96 ,0.46 ,0.01 ,1.51 ,3.95 ,2.37 
07 Game Music,ソニック4 エピソードI メドレー,魔王,,2.32 ,0.09 ,2.21 ,1.97 ,2.70 ,2.37 
07 Game Music,ソウルキャリバーIII,魔王,,3.21 ,1.75 ,1.67 ,0.15 ,2.20 ,2.37 
02 Anime,ゆーがらお友達,魔王,,3.32 ,0.58 ,0.60 ,2.57 ,1.94 ,2.37 
03 Vocaloid,モザイクロール,魔王,,4.00 ,0.42 ,0.18 ,2.37 ,0.15 ,2.37 
01 Pop,チャンピオーネ,魔王,,3.14 ,0.46 ,0.05 ,0.92 ,3.30 ,2.37 
01 Pop,Timing ～タイミング～,魔王,,1.84 ,0.06 ,0.00 ,2.01 ,3.79 ,2.36 
02 Anime,新時代,魔王,,3.49 ,0.55 ,6.33 ,0.63 ,0.00 ,2.36 
02 Anime,新時代,魔王,,3.49 ,0.55 ,6.33 ,0.63 ,0.00 ,2.36 
01 Pop,アゲ♂アゲ♂EVERY☆騎士,魔王,,3.23 ,0.33 ,0.19 ,1.50 ,2.98 ,2.36 
02 Anime,フンダリー　ケッタリー,魔王,,3.88 ,1.02 ,2.37 ,0.44 ,0.30 ,2.36 
02 Anime,君にジュースを買ってあげる?,魔王,,3.26 ,1.37 ,6.10 ,0.79 ,0.00 ,2.36 
07 Game Music,チェインクロニクル 総力戦メドレー,魔王,,2.19 ,0.43 ,2.60 ,2.91 ,1.70 ,2.35 
01 Pop,戀愛ing,魔王,普通,1.05 ,0.27 ,8.43 ,2.91 ,0.32 ,2.35 
01 Pop,Walking on Sunshine,魔王,,2.30 ,0.07 ,2.03 ,0.87 ,3.22 ,2.34 
07 Game Music,スーパードラゴンボールヒーローズ テーマソング,魔王,,2.05 ,0.78 ,7.03 ,1.81 ,2.04 ,2.34 
09 Namco Original,シャイニング65,魔王,,2.35 ,0.09 ,8.41 ,0.84 ,1.81 ,2.34 
09 Namco Original,オブセッション?ラティーノ,魔王,,3.33 ,0.45 ,3.64 ,1.55 ,1.34 ,2.34 
02 Anime,1?2?3,魔王,,3.02 ,1.17 ,7.62 ,0.54 ,0.40 ,2.34 
02 Anime,特捜戦隊デカレンジャー,魔王,,3.56 ,1.07 ,5.17 ,0.29 ,0.00 ,2.34 
03 Vocaloid,メズマライザー,魔王,,1.92 ,0.43 ,7.79 ,2.55 ,0.55 ,2.33 
07 Game Music,"Let's 貢献！～恋の懲役は1,000,000年～",魔王(里),,2.58 ,0.23 ,0.00 ,2.25 ,3.06 ,2.33 
02 Anime,シカ色デイズ,魔王,,3.00 ,0.79 ,7.68 ,0.35 ,0.98 ,2.33 
07 Game Music,Walking Through The Towers,魔王,,4.48 ,0.36 ,0.60 ,0.76 ,0.00 ,2.33 
01 Pop,命短し恋せよ乙女,魔王,,3.65 ,0.51 ,4.38 ,0.99 ,0.00 ,2.33 
01 Pop,青と夏,魔王,,2.78 ,1.31 ,7.79 ,0.97 ,0.66 ,2.33 
09 Namco Original,風雲志士,魔王,普通,2.97 ,0.11 ,0.01 ,3.33 ,1.08 ,2.33 
05 Variety,Crush (Prod. SHOW),魔王,,2.96 ,0.11 ,0.00 ,2.54 ,2.42 ,2.33 
07 Game Music,Reason!!,魔王,,2.63 ,1.35 ,8.08 ,0.98 ,1.03 ,2.33 
02 Anime,第ゼロ感,魔王,,2.66 ,0.17 ,0.60 ,3.55 ,0.99 ,2.33 
09 Namco Original,戦国三弦,魔王,普通,4.51 ,0.43 ,0.14 ,0.67 ,0.22 ,2.32 
09 Namco Original,SORA-IV ブンパソング,魔王,,1.34 ,0.04 ,7.58 ,0.79 ,2.86 ,2.32 
09 Namco Original,ヘイ，ミスタープロフェッサー,魔王,,3.25 ,0.54 ,2.37 ,2.14 ,0.77 ,2.32 
01 Pop,Sugar Lady,魔王,达人,2.02 ,0.04 ,0.00 ,2.40 ,3.31 ,2.31 
01 Pop,ウッーウッーウマウマ (°?°),魔王,,3.64 ,0.51 ,3.94 ,0.82 ,0.81 ,2.31 
01 Pop,サラバ、愛しき悲しみたちよ,魔王,,3.57 ,1.10 ,4.70 ,0.15 ,0.00 ,2.31 
01 Pop,サラバ、愛しき悲しみたちよ,魔王,,3.57 ,1.10 ,4.70 ,0.15 ,0.00 ,2.31 
02 Anime,ダン?ダン ドゥビ?ズバー！,魔王,,2.90 ,1.55 ,2.83 ,0.00 ,0.00 ,2.31 
06 Classical,序曲「フィガロの結婚」,魔王,,2.98 ,2.66 ,0.60 ,0.00 ,2.09 ,2.31 
01 Pop,ここにいるぜぇ！,魔王,,1.26 ,0.05 ,0.00 ,1.07 ,4.23 ,2.30 
02 Anime,１?２?３,魔王,,3.12 ,0.54 ,7.62 ,0.24 ,0.46 ,2.30 
04 Children and Folk,ミッキーマウス?マーチ -Old Audio-,魔王,,2.41 ,0.56 ,7.94 ,1.37 ,1.43 ,2.30 
09 Namco Original,今日のご飯は太鼓盛り！,魔王,,0.76 ,0.06 ,2.98 ,3.78 ,0.54 ,2.30 
09 Namco Original,百花繚乱,魔王,普通,3.95 ,0.73 ,0.38 ,1.94 ,0.77 ,2.30 
07 Game Music,Campus mode!!,魔王,,2.93 ,1.03 ,7.68 ,0.64 ,0.63 ,2.30 
01 Pop,炎と森のカーニバル,魔王,,0.93 ,0.02 ,0.00 ,1.46 ,4.18 ,2.29 
01 Pop,オーバード,魔王,,2.09 ,0.15 ,0.00 ,3.92 ,0.80 ,2.29 
01 Pop,可愛くてごめん,魔王,,3.71 ,1.13 ,2.83 ,0.08 ,0.27 ,2.29 
03 Vocaloid,キレキャリオン,魔王,,3.30 ,0.70 ,5.24 ,1.13 ,0.96 ,2.29 
02 Anime,カゲロウ,魔王,,2.92 ,0.58 ,3.77 ,2.36 ,0.00 ,2.29 
02 Anime,カ！カ！カ！カミズモード！,魔王,,3.31 ,1.18 ,5.17 ,0.90 ,0.00 ,2.28 
09 Namco Original,ドドドドドンだフル！,魔王,,1.43 ,0.77 ,8.67 ,1.74 ,1.79 ,2.28 
09 Namco Original,Growing Up,魔王,,2.46 ,0.21 ,8.04 ,0.78 ,1.64 ,2.28 
07 Game Music,ふるふるフューチャー☆,魔王,,2.63 ,0.08 ,0.00 ,1.02 ,3.51 ,2.28 
02 Anime,哀戦士,魔王,达人,3.26 ,0.39 ,0.60 ,1.16 ,2.80 ,2.28 
01 Pop,鬼ノ宴,魔王,,2.48 ,0.10 ,6.58 ,2.22 ,0.57 ,2.28 
02 Anime,僕たちの行方,魔王,,2.01 ,0.09 ,8.02 ,1.06 ,2.03 ,2.27 
02 Anime,うまぴょい伝説,魔王,,3.45 ,0.91 ,5.17 ,0.43 ,0.51 ,2.27 
02 Anime,LUCKYSTAR,魔王,,2.33 ,0.16 ,7.97 ,0.51 ,1.89 ,2.27 
01 Pop,じょいふる,魔王,,3.22 ,0.32 ,2.60 ,2.10 ,0.00 ,2.26 
03 Vocaloid,ドキドキ恋の予感！？,魔王,,3.49 ,1.19 ,4.00 ,0.00 ,0.60 ,2.26 
02 Anime,ウィーゴー！ -Short Version-,魔王,,2.07 ,1.40 ,6.57 ,2.24 ,0.00 ,2.26 
07 Game Music,shiny smile,魔王,,3.54 ,0.53 ,5.16 ,0.18 ,0.00 ,2.26 
07 Game Music,shiny smile,魔王(里),,3.55 ,0.53 ,5.17 ,0.13 ,0.00 ,2.26 
07 Game Music,shiny smile,魔王(里),,3.55 ,0.53 ,5.17 ,0.13 ,0.00 ,2.26 
07 Game Music,I Want,魔王,普通,3.10 ,0.82 ,7.03 ,0.52 ,0.00 ,2.26 
02 Anime,透明だった世界,魔王,,2.44 ,0.15 ,4.70 ,2.70 ,0.00 ,2.26 
07 Game Music,ゼルダの伝説 メインテーマ,魔王,,0.67 ,0.03 ,0.00 ,3.97 ,1.89 ,2.25 
02 Anime,NO DOUBT,魔王,,2.04 ,0.09 ,0.00 ,3.51 ,1.80 ,2.25 
07 Game Music,妖怪道中記音頭,魔王,达人,1.47 ,0.09 ,8.81 ,1.34 ,1.91 ,2.25 
02 Anime,ヤッターマンの歌,魔王,,1.09 ,0.05 ,0.05 ,4.27 ,0.48 ,2.25 
01 Pop,恋,魔王,,2.19 ,1.26 ,2.37 ,2.89 ,0.85 ,2.25 
01 Pop,全力少年,魔王,,3.34 ,0.28 ,0.02 ,1.00 ,2.73 ,2.25 
01 Pop,モンキー?マジック,魔王,,1.36 ,0.03 ,0.00 ,3.68 ,2.05 ,2.25 
02 Anime,ブラッドサーキュレーター,魔王,,2.67 ,1.38 ,7.68 ,0.44 ,0.58 ,2.24 
04 Children and Folk,ミッキーマウス?マーチ -New Audio-,魔王,,2.37 ,0.51 ,7.85 ,1.51 ,1.09 ,2.24 
07 Game Music,何度も言えるよ,魔王,,3.69 ,0.63 ,3.53 ,0.10 ,0.00 ,2.24 
01 Pop,Summer Dude,魔王,,2.93 ,0.12 ,0.01 ,2.02 ,2.62 ,2.24 
07 Game Music,やっぱりサルゲッチュ,魔王,达人,2.70 ,0.20 ,0.97 ,3.18 ,0.99 ,2.23 
09 Namco Original,ららら☆ハッピネス,魔王,,2.35 ,0.26 ,8.08 ,0.76 ,1.58 ,2.23 
02 Anime,ポケモン言えるかな?BW,魔王,,2.48 ,0.27 ,0.05 ,1.82 ,3.13 ,2.23 
01 Pop,ガッツだぜ！！,魔王,,0.66 ,0.03 ,0.00 ,4.24 ,0.96 ,2.23 
01 Pop,POP STAR,魔王,玄人,4.03 ,0.57 ,0.05 ,0.01 ,1.67 ,2.23 
01 Pop,お祭り忍者,魔王,普通,1.31 ,0.05 ,0.00 ,4.01 ,1.22 ,2.23 
02 Anime,ウィーゴー！,魔王,,2.06 ,1.22 ,6.57 ,2.23 ,0.00 ,2.22 
09 Namco Original,どんちゃん音頭,魔王,,2.87 ,0.96 ,7.50 ,0.42 ,0.00 ,2.22 
02 Anime,紅蓮華,魔王,,1.08 ,0.03 ,0.01 ,4.06 ,1.25 ,2.22 
01 Pop,桜,魔王,达人,2.30 ,0.07 ,0.00 ,2.32 ,2.91 ,2.22 
09 Namco Original,ドコDON☆まつリズム,魔王,,1.92 ,0.09 ,0.00 ,3.82 ,0.91 ,2.22 
09 Namco Original,響け！太鼓の達人 -Long Ver-,魔王,,3.01 ,0.58 ,4.00 ,1.88 ,0.86 ,2.22 
07 Game Music,relations,魔王,,3.89 ,0.35 ,0.09 ,1.95 ,0.00 ,2.22 
07 Game Music,relations,魔王,,3.89 ,0.35 ,0.09 ,1.95 ,0.00 ,2.22 
07 Game Music,relations,魔王,,3.89 ,0.35 ,0.09 ,1.95 ,0.00 ,2.22 
01 Pop,タマシイレボリューション,魔王,,3.61 ,0.30 ,0.01 ,0.65 ,2.35 ,2.22 
01 Pop,夏祭り / ジッタリン?ジン,魔王,达人,4.28 ,0.48 ,0.07 ,0.64 ,0.23 ,2.21 
01 Pop,シル?ヴ?プレジデント,魔王,,3.10 ,0.94 ,6.57 ,0.16 ,0.00 ,2.21 
07 Game Music,恋はみずいろ,魔王,,3.68 ,0.55 ,1.43 ,0.12 ,1.57 ,2.21 
07 Game Music,バルーンファイト（バルーントリップ）,魔王,,3.98 ,0.39 ,0.63 ,1.58 ,0.43 ,2.20 
01 Pop,CITRUS,魔王,,0.63 ,0.01 ,0.00 ,3.19 ,2.88 ,2.20 
02 Anime,ignited-イグナイテッド-,魔王,,1.84 ,1.38 ,1.67 ,1.30 ,3.10 ,2.20 
03 Vocaloid,ウミユリ海底譚,魔王,,3.01 ,0.15 ,0.00 ,0.08 ,3.11 ,2.20 
09 Namco Original,3Q-4U-AC00,魔王,,3.44 ,0.73 ,4.70 ,0.26 ,0.00 ,2.20 
07 Game Music,THE IDOLM@STER,魔王,普通,2.50 ,0.37 ,4.00 ,1.53 ,2.10 ,2.19 
07 Game Music,THE IDOLM@STER,魔王(里),普通,2.50 ,0.37 ,4.00 ,1.53 ,2.10 ,2.19 
09 Namco Original,あつまれ☆太鼓まつり！,魔王,,2.68 ,0.13 ,0.00 ,2.37 ,2.43 ,2.19 
07 Game Music,Colorful Days(12 Colors),魔王,,3.69 ,0.51 ,2.60 ,0.10 ,0.00 ,2.19 
07 Game Music,バベルの塔,魔王,,2.43 ,0.02 ,2.64 ,1.54 ,2.35 ,2.19 
01 Pop,搖滾怎麼了!!,魔王,玄人,2.48 ,0.10 ,5.15 ,2.39 ,0.00 ,2.19 
05 Variety,ラッスンゴレライ,魔王,,3.43 ,0.72 ,4.47 ,0.22 ,0.26 ,2.18 
02 Anime,Fun!Fun!★ふぁんたじー,魔王,,0.61 ,0.02 ,0.02 ,3.87 ,1.74 ,2.17 
02 Anime,やさしさに包まれたなら,魔王(里),,1.74 ,0.04 ,0.00 ,0.52 ,3.88 ,2.17 
01 Pop,Love Shack,魔王,,2.34 ,0.13 ,0.01 ,1.67 ,3.17 ,2.17 
01 Pop,TRAIN-TRAIN -New Audio-,魔王,,2.43 ,0.19 ,8.01 ,1.22 ,0.67 ,2.17 
09 Namco Original,鏡の国のアリス,魔王,,3.24 ,0.30 ,2.83 ,1.39 ,0.98 ,2.16 
01 Pop,デジタルモグラ,魔王,,1.65 ,0.03 ,0.05 ,3.89 ,0.59 ,2.16 
02 Anime,誰我為,魔王,,2.36 ,0.03 ,0.03 ,3.06 ,1.78 ,2.16 
01 Pop,ハッピーウェディング前ソング,魔王,,1.86 ,0.01 ,0.00 ,3.81 ,0.28 ,2.16 
07 Game Music,モンスターハンター3(トライ)G メドレー,魔王,,2.79 ,0.14 ,0.21 ,2.97 ,1.19 ,2.15 
09 Namco Original,かつとマリ子の絵かきうた,魔王,,1.17 ,0.13 ,8.81 ,1.08 ,1.93 ,2.15 
09 Namco Original,MEKADON,魔王,,0.64 ,0.01 ,0.00 ,3.84 ,1.66 ,2.15 
09 Namco Original,MEKADON ?宇宙に消えたメカ太鼓?,魔王(里),,0.65 ,0.01 ,0.00 ,3.84 ,1.65 ,2.14 
05 Variety,やわらか戦車,魔王,,3.21 ,0.16 ,0.62 ,2.54 ,0.86 ,2.14 
09 Namco Original,ロボットロケンロー☆,魔王,,3.07 ,0.31 ,6.57 ,0.15 ,0.00 ,2.14 
02 Anime,スピード,魔王,玄人,2.19 ,0.07 ,8.39 ,0.47 ,1.35 ,2.14 
02 Anime,残響散歌,魔王,,3.21 ,0.54 ,5.40 ,0.56 ,0.00 ,2.13 
02 Anime,ハム太郎とっとこうた2005,魔王,,2.78 ,0.25 ,0.05 ,2.54 ,1.86 ,2.13 
01 Pop,WINDING ROAD,魔王,,0.38 ,0.00 ,0.00 ,3.25 ,2.64 ,2.13 
02 Anime,勝って泣こうゼッ！,魔王,,1.91 ,0.08 ,0.02 ,2.05 ,3.13 ,2.13 
